epoch,step,train_backcast_loss_step,train_forecast_loss_step,train_loss_step
0,49,0.7314332723617554,9.63851261138916,9.63851261138916
0,99,0.7611989974975586,9.245621681213379,9.245621681213379
0,149,0.7000700235366821,5.700821876525879,5.700821876525879
0,199,0.8165961503982544,9.783771514892578,9.783771514892578
0,249,0.7375497817993164,11.387246131896973,11.387246131896973
0,299,0.8072057962417603,9.413189888000488,9.413189888000488
0,349,0.6857290863990784,8.575689315795898,8.575689315795898
0,399,0.8064424991607666,10.025081634521484,10.025081634521484
0,449,0.7935423254966736,8.058939933776855,8.058939933776855
0,499,0.8521447777748108,9.2205810546875,9.2205810546875
0,549,0.7319275140762329,6.833603382110596,6.833603382110596
0,599,0.8467776775360107,9.508865356445312,9.508865356445312
0,649,0.8123306035995483,10.418521881103516,10.418521881103516
0,699,0.6909238696098328,8.20505142211914,8.20505142211914
0,749,0.7662543058395386,7.804812908172607,7.804812908172607
